技能名,属性,分类,耗能,威力,技能描述,可学习精灵,技能图标,技能图标文件,属性图标,分类图标,技能组,Wiki地址
爆米花爆破,萌,物攻,,,,,https://patchwiki.biligame.com/images/rocom/c/cb/4y9wxsxggmd4vlfrv6kwgg9r87bb6zj.png,爆米花爆破.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E7%88%86%E7%B1%B3%E8%8A%B1%E7%88%86%E7%A0%B4
击鼓传花,萌,状态,,,,,https://patchwiki.biligame.com/images/rocom/7/71/01817gza1grul2yakecwazxnxv8r4wh.png,击鼓传花.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E5%87%BB%E9%BC%93%E4%BC%A0%E8%8A%B1
月光合奏,萌,物攻,,,,,https://patchwiki.biligame.com/images/rocom/c/c3/srs75mw5mf0qtr940dysllmwz0j9i0t.png,月光合奏.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E6%9C%88%E5%85%89%E5%90%88%E5%A5%8F
捧杀,萌,防御,,,,,https://patchwiki.biligame.com/images/rocom/c/ca/2z7h1rifmiyqorasw47hbtohsehwyrd.png,捧杀.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E6%8D%A7%E6%9D%80
鬼火,幽,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/2/2e/mb458tr0rfhbi1c8y3a6ym3drz194s2.png,鬼火.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E9%AC%BC%E7%81%AB
惊吓盒子,幽,物攻,,,,,https://patchwiki.biligame.com/images/rocom/2/25/3d0nowr8e961qt4ueveq5qdt9uw8kyd.png,惊吓盒子.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E6%83%8A%E5%90%93%E7%9B%92%E5%AD%90
背袭,幽,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/6/68/2ymekdfwkr05xsp3rm7ux0wk0gkm7sj.png,背袭.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E8%83%8C%E8%A2%AD
坟场搏击,幽,物攻,,,,,https://patchwiki.biligame.com/images/rocom/6/61/0zxdwokozivnh81y47ewqoai2vzes5s.png,坟场搏击.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E5%9D%9F%E5%9C%BA%E6%90%8F%E5%87%BB
恶作剧,幽,状态,,,,,https://patchwiki.biligame.com/images/rocom/7/77/is1urbdqcf48h77lz36dby5obsrmigr.png,恶作剧.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E6%81%B6%E4%BD%9C%E5%89%A7
降灵,幽,状态,,,,,https://patchwiki.biligame.com/images/rocom/9/96/is1urbdqcf48h77lz36dby5obsrmigr.png,降灵.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E9%99%8D%E7%81%B5
报复,幽,防御,,,,,https://patchwiki.biligame.com/images/rocom/d/d7/1lm7h37a6yd8y3e78wc1sokzc84mm4o.png,报复.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E6%8A%A5%E5%A4%8D
恐吓,幽,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/0/04/bzqvobak5yee2cgivlt3q10770uobx2.png,恐吓.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E6%81%90%E5%90%93
幽灵爆发,幽,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/1/11/tuv2l9zvxw4dmz9alw3rrrpxa76968q.png,幽灵爆发.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E5%B9%BD%E7%81%B5%E7%88%86%E5%8F%91
诡刺,幽,物攻,,,,,https://patchwiki.biligame.com/images/rocom/a/ad/ng3aorrsgcrkx3eouobrmi1cptqytyl.png,诡刺.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E8%AF%A1%E5%88%BA
幻象,幽,物攻,,,,,https://patchwiki.biligame.com/images/rocom/e/ef/27ozep57kqrnpfwddf9n1jizqz4flzh.png,幻象.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E5%B9%BB%E8%B1%A1
午夜噪音,幽,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/1/13/6jr0ohiv80bygnl5wjs0tths98b6yaq.png,午夜噪音.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E5%8D%88%E5%A4%9C%E5%99%AA%E9%9F%B3
灵媒,幽,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/0/08/4epob8f12qj5nepa4unoidkj6ul85ae.png,灵媒.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E7%81%B5%E5%AA%92
灵光,幽,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/f/f9/t1fm7qymbntyk7gq401palraaxpxe7e.png,灵光.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E7%81%B5%E5%85%89
嘲弄,幽,状态,,,,,https://patchwiki.biligame.com/images/rocom/2/21/is1urbdqcf48h77lz36dby5obsrmigr.png,嘲弄.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E5%98%B2%E5%BC%84
勾魂,幽,状态,,,,,https://patchwiki.biligame.com/images/rocom/5/5b/742j3psv922fzlkabop0okvjyk2ypmk.png,勾魂.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E5%8B%BE%E9%AD%82
虚化,幽,防御,,,,,https://patchwiki.biligame.com/images/rocom/4/40/pvwcu7julu4yeqpurawcvfip0ks5vm0.png,虚化.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E8%99%9A%E5%8C%96
魔爪,恶,物攻,,,,,https://patchwiki.biligame.com/images/rocom/b/bb/4zyk6153bpnh1qu2s47u1ej7fvchk4r.png,魔爪.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E9%AD%94%E7%88%AA
恶能量,恶,物攻,,,,,https://patchwiki.biligame.com/images/rocom/1/14/7t9b3dmo0qgn0q6h9y9us0h2p1tjngv.png,恶能量.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E6%81%B6%E8%83%BD%E9%87%8F
蝙蝠,恶,物攻,,,,,https://patchwiki.biligame.com/images/rocom/2/25/e0x17n3jga1j4qt56ygo0tm3gb98bjo.png,蝙蝠.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E8%9D%99%E8%9D%A0
撕裂,恶,物攻,,,,,https://patchwiki.biligame.com/images/rocom/1/14/l0wvvircrv5lru8gtqvhjrq7qsbebdx.png,撕裂.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E6%92%95%E8%A3%82
撕咬,恶,物攻,,,,,https://patchwiki.biligame.com/images/rocom/5/59/nj6hanfcv0jih3mk7azmc047p2yxw4r.png,撕咬.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E6%92%95%E5%92%AC
暗突袭,恶,物攻,,,,,https://patchwiki.biligame.com/images/rocom/e/ec/clsn8p32tku87m6alq14ipszdcovkre.png,暗突袭.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E6%9A%97%E7%AA%81%E8%A2%AD
极限撕裂,恶,物攻,,,,,https://patchwiki.biligame.com/images/rocom/a/a5/kafhxhpheoa3p9ubj4fvgu416nk1b40.png,极限撕裂.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E6%9E%81%E9%99%90%E6%92%95%E8%A3%82
灾厄,恶,物攻,,,,,https://patchwiki.biligame.com/images/rocom/f/f3/pr1jfl4ypy56j3v3okretk8a2wton9l.png,灾厄.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E7%81%BE%E5%8E%84
彼岸之手,恶,物攻,,,,,https://patchwiki.biligame.com/images/rocom/5/53/4i749piy0e4t4mansln62z8fevj5nib.png,彼岸之手.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E5%BD%BC%E5%B2%B8%E4%B9%8B%E6%89%8B
贪婪,恶,状态,,,,,https://patchwiki.biligame.com/images/rocom/b/b0/8j640unemfn5brxe2ekvljuf4djmq2i.png,贪婪.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E8%B4%AA%E5%A9%AA
力量吞噬,恶,状态,,,,,https://patchwiki.biligame.com/images/rocom/8/82/pr1jfl4ypy56j3v3okretk8a2wton9l.png,力量吞噬.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E5%8A%9B%E9%87%8F%E5%90%9E%E5%99%AC
欺诈契约,恶,状态,,,,,https://patchwiki.biligame.com/images/rocom/d/d2/g1fiqnnrkfvyebqgqkd2iahmnc8uor9.png,欺诈契约.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E6%AC%BA%E8%AF%88%E5%A5%91%E7%BA%A6
恶意逃离,恶,状态,,,,,https://patchwiki.biligame.com/images/rocom/a/a7/ithfazzmytz67el9lli21v8xuumpgil.png,恶意逃离.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E6%81%B6%E6%84%8F%E9%80%83%E7%A6%BB
隐藏条款,恶,状态,,,,,https://patchwiki.biligame.com/images/rocom/e/e1/b3pukv95p0ydhffgi8qbn6yfg2j5s5d.png,隐藏条款.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E9%9A%90%E8%97%8F%E6%9D%A1%E6%AC%BE
等价交换,恶,防御,,,,,https://patchwiki.biligame.com/images/rocom/5/54/sqc5heg9kd20h7ytzhn7su24drdzf8e.png,等价交换.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E7%AD%89%E4%BB%B7%E4%BA%A4%E6%8D%A2
恶念交换,恶,状态,,,,,https://patchwiki.biligame.com/images/rocom/4/41/mgh95i7065fwyqb4mu184w8kl4u7c5r.png,恶念交换.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E6%81%B6%E5%BF%B5%E4%BA%A4%E6%8D%A2
迫害,恶,物攻,,,,,https://patchwiki.biligame.com/images/rocom/b/b3/4zis79nizu4cpiy4fxqoo1b3n8j2csz.png,迫害.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E8%BF%AB%E5%AE%B3
掠夺,恶,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/a/a1/dvzegqv74qt6cpoozrev7gfqe9adcoy.png,掠夺.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E6%8E%A0%E5%A4%BA
黑手,恶,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/f/f6/6w44x9h7tdepyacftlls126e62j97ef.png,黑手.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E9%BB%91%E6%89%8B
诋毁,恶,物攻,,,,,https://patchwiki.biligame.com/images/rocom/3/3a/0praxtomdmxa1kga17rbu7ofpk31kef.png,诋毁.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E8%AF%8B%E6%AF%81
栽赃,恶,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/1/1d/3ftp88wlmivqfcmuzxfpokluu3ra057.png,栽赃.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E6%A0%BD%E8%B5%83
跌落,恶,物攻,,,,,https://patchwiki.biligame.com/images/rocom/e/e7/lx1d0aiv30o8h92g3ioi5e41el7y43m.png,跌落.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E8%B7%8C%E8%90%BD
牵连,恶,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/7/7b/4zyk6153bpnh1qu2s47u1ej7fvchk4r.png,牵连.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E7%89%B5%E8%BF%9E
暗箱操作,恶,状态,,,,,https://patchwiki.biligame.com/images/rocom/a/a0/oymbxf6tpaazdmnpad8wtc9kpz7p8ts.png,暗箱操作.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E6%9A%97%E7%AE%B1%E6%93%8D%E4%BD%9C
虚假破产,恶,防御,,,,,https://patchwiki.biligame.com/images/rocom/f/f0/1gn7u91tcyajp4168ixang9p1oalqi2.png,虚假破产.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E8%99%9A%E5%81%87%E7%A0%B4%E4%BA%A7
趁火打劫,恶,物攻,,,,,https://patchwiki.biligame.com/images/rocom/b/b6/4zyk6153bpnh1qu2s47u1ej7fvchk4r.png,趁火打劫.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E8%B6%81%E7%81%AB%E6%89%93%E5%8A%AB
伪造账单,恶,状态,,,,,https://patchwiki.biligame.com/images/rocom/2/25/13waq42pti2ch1dxt8wjm5hw0wmevwe.png,伪造账单.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E4%BC%AA%E9%80%A0%E8%B4%A6%E5%8D%95
念力膨胀,幻,物攻,,,,,https://patchwiki.biligame.com/images/rocom/e/e7/oh2csauefqvr62g21j1qxikz14prjju.png,念力膨胀.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E5%BF%B5%E5%8A%9B%E8%86%A8%E8%83%80
空间压迫,幻,物攻,,,,,https://patchwiki.biligame.com/images/rocom/1/1d/q6rh7nhazzrci9nla7dflx316hpovy4.png,空间压迫.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E7%A9%BA%E9%97%B4%E5%8E%8B%E8%BF%AB
坍缩,幻,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/0/04/e0p8t38tp3pl8na4xem8fsc3usrfxvd.png,坍缩.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E5%9D%8D%E7%BC%A9
四维降解,幻,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/4/4f/3dczehuqt6emm71mxwysdfy6gle07a1.png,四维降解.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E5%9B%9B%E7%BB%B4%E9%99%8D%E8%A7%A3
偷师,幻,物攻,,,,,https://patchwiki.biligame.com/images/rocom/e/e5/f3kia358a7mvemmfgbh5kc1sxo0xdpv.png,偷师.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E5%81%B7%E5%B8%88
多维击打,幻,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/2/2a/p6khzseva0uot1wsvllzkxj87i0fife.png,多维击打.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E5%A4%9A%E7%BB%B4%E5%87%BB%E6%89%93
错乱,幻,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/4/46/iydnp4q1o4vkol5j9cqu7yeyv87p2es.png,错乱.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E9%94%99%E4%B9%B1
超维投射,幻,状态,,,,,https://patchwiki.biligame.com/images/rocom/d/d6/rlm1yfi6u8pfn2xcxplt1d60cnzq94w.png,超维投射.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E8%B6%85%E7%BB%B4%E6%8A%95%E5%B0%84
星轨裂变,幻,状态,,,,,https://patchwiki.biligame.com/images/rocom/3/37/0ym5tglsuuan2z5o26872z9el793pbd.png,星轨裂变.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E6%98%9F%E8%BD%A8%E8%A3%82%E5%8F%98
星链,幻,状态,,,,,https://patchwiki.biligame.com/images/rocom/0/0f/svpekyitq7zeetxqs892wiuntuizyk9.png,星链.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E6%98%9F%E9%93%BE
超新星馈赠,幻,状态,,,,,https://patchwiki.biligame.com/images/rocom/8/87/9y980qghcqu3o4jxuk97gx50n0vuxow.png,超新星馈赠.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E8%B6%85%E6%96%B0%E6%98%9F%E9%A6%88%E8%B5%A0
心灵洞悉,幻,状态,,,,,https://patchwiki.biligame.com/images/rocom/8/87/7w3oorlqa8vpaoxfdzzfj2nqzxg1t6h.png,心灵洞悉.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E5%BF%83%E7%81%B5%E6%B4%9E%E6%82%89
二律背反,幻,状态,,,,,https://patchwiki.biligame.com/images/rocom/e/e3/mi141nw5efrgn3j03bxzwshsy05jjgi.png,二律背反.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E4%BA%8C%E5%BE%8B%E8%83%8C%E5%8F%8D
粒子对撞,幻,物攻,,,,,https://patchwiki.biligame.com/images/rocom/7/73/2562kho8opartow6zgrgmxnp7evn0t3.png,粒子对撞.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E7%B2%92%E5%AD%90%E5%AF%B9%E6%92%9E
星云漩涡,幻,物攻,,,,,https://patchwiki.biligame.com/images/rocom/9/9b/rahz9b2f88z2tnwlzut03jf0lm5yo46.png,星云漩涡.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E6%98%9F%E4%BA%91%E6%BC%A9%E6%B6%A1
双星,幻,物攻,,,,,https://patchwiki.biligame.com/images/rocom/7/7f/1150hglyn81esiou15a3ouqzfvfob4y.png,双星.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E5%8F%8C%E6%98%9F
针状物,幻,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/f/fd/f3kia358a7mvemmfgbh5kc1sxo0xdpv.png,针状物.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E9%92%88%E7%8A%B6%E7%89%A9
大爆炸,幻,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/f/f4/50nqopmvctyz8vf38xoumd718dzhv9s.png,大爆炸.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E5%A4%A7%E7%88%86%E7%82%B8
冥想,幻,防御,,,,,https://patchwiki.biligame.com/images/rocom/c/cf/oefq890dnl5rb31p7hazwjzflq3qxr2.png,冥想.png,https://patchwiki.biligame.com/images/rocom/6/64/89miqle961qdw2tt56hb78bps6f34ci.png,,0,https://wiki.biligame.com/rocom/%E5%86%A5%E6%83%B3
柔弱,萌,状态,,,,,https://patchwiki.biligame.com/images/rocom/4/46/p6dk84bke0fma6jrouvivd4awf1luup.png,柔弱.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E6%9F%94%E5%BC%B1
小偷小摸,幽,状态,,,,,https://patchwiki.biligame.com/images/rocom/2/2b/is1urbdqcf48h77lz36dby5obsrmigr.png,小偷小摸.png,https://patchwiki.biligame.com/images/rocom/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png,,0,https://wiki.biligame.com/rocom/%E5%B0%8F%E5%81%B7%E5%B0%8F%E6%91%B8
逆向演化,萌,状态,,,,,https://patchwiki.biligame.com/images/rocom/c/cc/bta2r24xfd6k70bihugvmdlqarz6qi8.png,逆向演化.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E9%80%86%E5%90%91%E6%BC%94%E5%8C%96
炎爆术,火,状态,,,,,https://patchwiki.biligame.com/images/rocom/f/ff/6jt794onuj9apx8hweu2210uwrpo3rn.png,炎爆术.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,,0,https://wiki.biligame.com/rocom/%E7%82%8E%E7%88%86%E6%9C%AF
羽毛舞,翼,状态,,,,,https://patchwiki.biligame.com/images/rocom/c/c9/g0fcad3wb5mxtj0vt2doubjj6v3135b.png,羽毛舞.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E7%BE%BD%E6%AF%9B%E8%88%9E
冰荆棘,冰,防御,,,,,https://patchwiki.biligame.com/images/rocom/2/23/rn03f9jjxbwsxyqg1eb03j56iubdmc8.png,冰荆棘.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E5%86%B0%E8%8D%86%E6%A3%98
冲击,恶,物攻,,,,,https://patchwiki.biligame.com/images/rocom/0/09/4zyk6153bpnh1qu2s47u1ej7fvchk4r.png,冲击.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E5%86%B2%E5%87%BB
堆雪人,冰,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/2/29/hyokjxgrcxum1ud8wash9n7uf8t0dgn.png,堆雪人.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E5%A0%86%E9%9B%AA%E4%BA%BA
极速冷冻,冰,状态,,,,,https://patchwiki.biligame.com/images/rocom/9/92/lddqygewk2o8uhhlngxsh67yx9jhpyy.png,极速冷冻.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E6%9E%81%E9%80%9F%E5%86%B7%E5%86%BB
横纵斩,恶,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/c/c2/4zyk6153bpnh1qu2s47u1ej7fvchk4r.png,横纵斩.png,https://patchwiki.biligame.com/images/rocom/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png,,0,https://wiki.biligame.com/rocom/%E6%A8%AA%E7%BA%B5%E6%96%A9
三鼓作气,普通,状态,,,,,https://patchwiki.biligame.com/images/rocom/d/d8/c79kr0tzkdumyulo9etg616pnp0qycv.png,三鼓作气.png,https://patchwiki.biligame.com/images/rocom/6/69/nc77midbqeafn7i2snh5a5h16ctdi0o.png,,0,https://wiki.biligame.com/rocom/%E4%B8%89%E9%BC%93%E4%BD%9C%E6%B0%94
冰刺,冰,物攻,,,,,https://patchwiki.biligame.com/images/rocom/6/6c/00l3fximveusaniq5nl8g9nxnfrksze.png,冰刺.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E5%86%B0%E5%88%BA
