编号,名字,阶段,属性,形态分类,形态,是否有异色,图片文件名,本地URL,来源图片URL,详情页URL
NO.307,绒绒（异色）,Ⅰ阶,"光, 虫",原始形态,原始形态,是,NO307_绒绒（异色）.png,/icons/NO307_%E7%BB%92%E7%BB%92%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/7/73/fmbx4kp8kvos1ufg3w9t33fq6tmfkee.png,https://wiki.biligame.com/rocom/%E7%BB%92%E7%BB%92
NO.308,小绒茧,Ⅱ阶,"光, 虫",原始形态,原始形态,是,NO308_小绒茧.png,/icons/NO308_%E5%B0%8F%E7%BB%92%E8%8C%A7.png,https://patchwiki.biligame.com/images/rocom/5/51/fzhzu0tmqg25ud42u7z9a95msp1bphh.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%BB%92%E8%8C%A7
NO.308,小绒茧（异色）,Ⅱ阶,"光, 虫",原始形态,原始形态,是,NO308_小绒茧（异色）.png,/icons/NO308_%E5%B0%8F%E7%BB%92%E8%8C%A7%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/3/3a/eizygck8984ggaqp2kzkoewb2l90s52.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%BB%92%E8%8C%A7
NO.309,绒仙子,最终形态,"光, 虫",原始形态,原始形态,是,NO309_绒仙子.png,/icons/NO309_%E7%BB%92%E4%BB%99%E5%AD%90.png,https://patchwiki.biligame.com/images/rocom/2/2a/nynxiyjn07oseu31p6o5z8crn5i6dx0.png,https://wiki.biligame.com/rocom/%E7%BB%92%E4%BB%99%E5%AD%90
NO.309,绒仙子（异色）,最终形态,"光, 虫",原始形态,原始形态,是,NO309_绒仙子（异色）.png,/icons/NO309_%E7%BB%92%E4%BB%99%E5%AD%90%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/1/11/5wpjm56l3vhq88hfw8mjvagpk1paqz8.png,https://wiki.biligame.com/rocom/%E7%BB%92%E4%BB%99%E5%AD%90
NO.310,犀角鸟,Ⅰ阶,光,原始形态,原始形态,是,NO310_犀角鸟.png,/icons/NO310_%E7%8A%80%E8%A7%92%E9%B8%9F.png,https://patchwiki.biligame.com/images/rocom/6/6a/81qhw7nwi52la93w31dkqwhrzwgqiqw.png,https://wiki.biligame.com/rocom/%E7%8A%80%E8%A7%92%E9%B8%9F
NO.310,犀角鸟（异色）,Ⅰ阶,光,原始形态,原始形态,是,NO310_犀角鸟（异色）.png,/icons/NO310_%E7%8A%80%E8%A7%92%E9%B8%9F%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/6/6b/qhoteocua008yc028dmgellaoeakgjt.png,https://wiki.biligame.com/rocom/%E7%8A%80%E8%A7%92%E9%B8%9F
NO.311,光纤兽,Ⅱ阶,光,原始形态,原始形态,是,NO311_光纤兽.png,/icons/NO311_%E5%85%89%E7%BA%A4%E5%85%BD.png,https://patchwiki.biligame.com/images/rocom/5/54/b5avo6zna4cj4lvypoku4djknndvj61.png,https://wiki.biligame.com/rocom/%E5%85%89%E7%BA%A4%E5%85%BD
NO.311,光纤兽（异色）,Ⅱ阶,光,原始形态,原始形态,是,NO311_光纤兽（异色）.png,/icons/NO311_%E5%85%89%E7%BA%A4%E5%85%BD%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/9/94/chxqw17pwrzvqi3mvn6c2zssvmwh039.png,https://wiki.biligame.com/rocom/%E5%85%89%E7%BA%A4%E5%85%BD
NO.312,疾光千兽,最终形态,光,原始形态,原始形态,是,NO312_疾光千兽.png,/icons/NO312_%E7%96%BE%E5%85%89%E5%8D%83%E5%85%BD.png,https://patchwiki.biligame.com/images/rocom/b/ba/18st3mhvamod8xnva8rybnme9cgkc9b.png,https://wiki.biligame.com/rocom/%E7%96%BE%E5%85%89%E5%8D%83%E5%85%BD
NO.312,疾光千兽（异色）,最终形态,光,原始形态,原始形态,是,NO312_疾光千兽（异色）.png,/icons/NO312_%E7%96%BE%E5%85%89%E5%8D%83%E5%85%BD%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/1/11/j5stbkoyuovlj9ybmm1c0jua72l3d08.png,https://wiki.biligame.com/rocom/%E7%96%BE%E5%85%89%E5%8D%83%E5%85%BD
NO.313,果冻,Ⅰ阶,水,原始形态,原始形态,否,NO313_果冻.png,/icons/NO313_%E6%9E%9C%E5%86%BB.png,https://patchwiki.biligame.com/images/rocom/9/92/5pgbduguoappstj95ppzcb6rlxzs4f1.png,https://wiki.biligame.com/rocom/%E6%9E%9C%E5%86%BB
NO.314,抹茶布丁,最终形态,"水, 草",原始形态,原始形态,否,NO314_抹茶布丁.png,/icons/NO314_%E6%8A%B9%E8%8C%B6%E5%B8%83%E4%B8%81.png,https://patchwiki.biligame.com/images/rocom/f/fc/gjn312cevohkc3akvtme0l266a3txb1.png,https://wiki.biligame.com/rocom/%E6%8A%B9%E8%8C%B6%E5%B8%83%E4%B8%81
NO.315,椰浆布丁,最终形态,"水, 冰",原始形态,原始形态,否,NO315_椰浆布丁.png,/icons/NO315_%E6%A4%B0%E6%B5%86%E5%B8%83%E4%B8%81.png,https://patchwiki.biligame.com/images/rocom/8/82/m4mfzkpmvl06onmtxu9sqwrpwar1jix.png,https://wiki.biligame.com/rocom/%E6%A4%B0%E6%B5%86%E5%B8%83%E4%B8%81
NO.316,熔岩布丁,最终形态,"水, 火",原始形态,原始形态,否,NO316_熔岩布丁.png,/icons/NO316_%E7%86%94%E5%B2%A9%E5%B8%83%E4%B8%81.png,https://patchwiki.biligame.com/images/rocom/0/0c/fak6xe7fad7bxuiybj40jzr2mc5yueq.png,https://wiki.biligame.com/rocom/%E7%86%94%E5%B2%A9%E5%B8%83%E4%B8%81
NO.317,星尘虫,Ⅰ阶,虫,原始形态,原始形态,否,NO317_星尘虫.png,/icons/NO317_%E6%98%9F%E5%B0%98%E8%99%AB.png,https://patchwiki.biligame.com/images/rocom/c/c9/fgbjyux6bdbk4uikkoew7jeicbzy47t.png,https://wiki.biligame.com/rocom/%E6%98%9F%E5%B0%98%E8%99%AB
NO.318,落星虫,Ⅱ阶,虫,原始形态,原始形态,否,NO318_落星虫.png,/icons/NO318_%E8%90%BD%E6%98%9F%E8%99%AB.png,https://patchwiki.biligame.com/images/rocom/b/bc/9sbdp37at6vf4v8hbcogrr1o9jmt62g.png,https://wiki.biligame.com/rocom/%E8%90%BD%E6%98%9F%E8%99%AB
NO.319,陨星虫,最终形态,虫,原始形态,原始形态,否,NO319_陨星虫.png,/icons/NO319_%E9%99%A8%E6%98%9F%E8%99%AB.png,https://patchwiki.biligame.com/images/rocom/8/8c/1ud7vz18esinw6e6am7k6pw2wpmiaw5.png,https://wiki.biligame.com/rocom/%E9%99%A8%E6%98%9F%E8%99%AB
NO.320,双灯鱼,Ⅰ阶,"水, 电",原始形态,原始形态,是,NO320_双灯鱼.png,/icons/NO320_%E5%8F%8C%E7%81%AF%E9%B1%BC.png,https://patchwiki.biligame.com/images/rocom/3/36/5i3mvo96bopno2o7f5h1bz7oz4hpkyq.png,https://wiki.biligame.com/rocom/%E5%8F%8C%E7%81%AF%E9%B1%BC
NO.320,双灯鱼（异色）,Ⅰ阶,"水, 电",原始形态,原始形态,是,NO320_双灯鱼（异色）.png,/icons/NO320_%E5%8F%8C%E7%81%AF%E9%B1%BC%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/6/69/ly49frxrzqzfhq55b0xi2id95pmpqyx.png,https://wiki.biligame.com/rocom/%E5%8F%8C%E7%81%AF%E9%B1%BC
NO.321,利灯鱼,最终形态,"水, 电",原始形态,原始形态,是,NO321_利灯鱼.png,/icons/NO321_%E5%88%A9%E7%81%AF%E9%B1%BC.png,https://patchwiki.biligame.com/images/rocom/f/f0/q3g76bthejmlv9o6phrchq0cpdlfzhy.png,https://wiki.biligame.com/rocom/%E5%88%A9%E7%81%AF%E9%B1%BC
NO.321,利灯鱼（异色）,最终形态,"水, 电",原始形态,原始形态,是,NO321_利灯鱼（异色）.png,/icons/NO321_%E5%88%A9%E7%81%AF%E9%B1%BC%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/2/21/rgd2axhi4ehoa0u962goi1zir48sffs.png,https://wiki.biligame.com/rocom/%E5%88%A9%E7%81%AF%E9%B1%BC
NO.322,月牙雪熊,最终形态,"冰, 幻",原始形态,原始形态,是,NO322_月牙雪熊.png,/icons/NO322_%E6%9C%88%E7%89%99%E9%9B%AA%E7%86%8A.png,https://patchwiki.biligame.com/images/rocom/5/5d/0cskl2u4wneivk2icntkrcaiwuwv4yq.png,https://wiki.biligame.com/rocom/%E6%9C%88%E7%89%99%E9%9B%AA%E7%86%8A
NO.322,月牙雪熊（异色）,最终形态,"冰, 幻",原始形态,原始形态,是,NO322_月牙雪熊（异色）.png,/icons/NO322_%E6%9C%88%E7%89%99%E9%9B%AA%E7%86%8A%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/2/25/2pmvd14ewtepuer9r87g9t7lbfd2v31.png,https://wiki.biligame.com/rocom/%E6%9C%88%E7%89%99%E9%9B%AA%E7%86%8A
NO.323,嗜光嗡嗡,Ⅰ阶,"恶, 光",原始形态,原始形态,是,NO323_嗜光嗡嗡.png,/icons/NO323_%E5%97%9C%E5%85%89%E5%97%A1%E5%97%A1.png,https://patchwiki.biligame.com/images/rocom/6/6c/83k9t4acg7s1haeupl1wxml4pipklpa.png,https://wiki.biligame.com/rocom/%E5%97%9C%E5%85%89%E5%97%A1%E5%97%A1
NO.323,嗜光嗡嗡（异色）,Ⅰ阶,"恶, 光",原始形态,原始形态,是,NO323_嗜光嗡嗡（异色）.png,/icons/NO323_%E5%97%9C%E5%85%89%E5%97%A1%E5%97%A1%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/2/24/ht2nv9n94zx5o39sv3n7vyvij40u1qe.png,https://wiki.biligame.com/rocom/%E5%97%9C%E5%85%89%E5%97%A1%E5%97%A1
NO.324,窃光蚊,最终形态,"恶, 光",原始形态,原始形态,是,NO324_窃光蚊.png,/icons/NO324_%E7%AA%83%E5%85%89%E8%9A%8A.png,https://patchwiki.biligame.com/images/rocom/e/ee/9ftuu9x2yo8twq5h8lthgnelas283kg.png,https://wiki.biligame.com/rocom/%E7%AA%83%E5%85%89%E8%9A%8A
NO.324,窃光蚊（异色）,最终形态,"恶, 光",原始形态,原始形态,是,NO324_窃光蚊（异色）.png,/icons/NO324_%E7%AA%83%E5%85%89%E8%9A%8A%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/8/85/9ig4qqyybrjarfg75qtsd3ehj4sk1kc.png,https://wiki.biligame.com/rocom/%E7%AA%83%E5%85%89%E8%9A%8A
NO.325,柴渣虫,Ⅰ阶,"火, 草",原始形态,原始形态,是,NO325_柴渣虫.png,/icons/NO325_%E6%9F%B4%E6%B8%A3%E8%99%AB.png,https://patchwiki.biligame.com/images/rocom/a/a3/t3ec092gh9ocd64wuqjewlf56yjvxhg.png,https://wiki.biligame.com/rocom/%E6%9F%B4%E6%B8%A3%E8%99%AB
NO.325,柴渣虫（异色）,Ⅰ阶,"火, 草",原始形态,原始形态,是,NO325_柴渣虫（异色）.png,/icons/NO325_%E6%9F%B4%E6%B8%A3%E8%99%AB%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/a/a1/bduy5j6sx1r58lia83vsj0hp26fsz9k.png,https://wiki.biligame.com/rocom/%E6%9F%B4%E6%B8%A3%E8%99%AB
NO.326,燃薪虫,最终形态,"火, 草",原始形态,原始形态,是,NO326_燃薪虫.png,/icons/NO326_%E7%87%83%E8%96%AA%E8%99%AB.png,https://patchwiki.biligame.com/images/rocom/8/88/h3usttwjdsh4q3vn5t2st0g24nlv4go.png,https://wiki.biligame.com/rocom/%E7%87%83%E8%96%AA%E8%99%AB
NO.326,燃薪虫（异色）,最终形态,"火, 草",原始形态,原始形态,是,NO326_燃薪虫（异色）.png,/icons/NO326_%E7%87%83%E8%96%AA%E8%99%AB%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/7/70/5gtw6kq6lpxq9uorw3vh4syo5h87fpl.png,https://wiki.biligame.com/rocom/%E7%87%83%E8%96%AA%E8%99%AB
NO.327,空空颅,Ⅰ阶,幽,原始形态,原始形态,是,NO327_空空颅.png,/icons/NO327_%E7%A9%BA%E7%A9%BA%E9%A2%85.png,https://patchwiki.biligame.com/images/rocom/4/41/kypxrmm8mobwqs3oseltznss9iqhrh2.png,https://wiki.biligame.com/rocom/%E7%A9%BA%E7%A9%BA%E9%A2%85
NO.327,空空颅（异色）,Ⅰ阶,幽,原始形态,原始形态,是,NO327_空空颅（异色）.png,/icons/NO327_%E7%A9%BA%E7%A9%BA%E9%A2%85%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/5/5f/5es08nr5c7a7s7lc76uskh60x2ge8ji.png,https://wiki.biligame.com/rocom/%E7%A9%BA%E7%A9%BA%E9%A2%85
NO.328,夜宿颅,Ⅱ阶,幽,原始形态,原始形态,是,NO328_夜宿颅.png,/icons/NO328_%E5%A4%9C%E5%AE%BF%E9%A2%85.png,https://patchwiki.biligame.com/images/rocom/a/a3/2ux5x3y3ukdzjtodlmvrt4nhmh9uycb.png,https://wiki.biligame.com/rocom/%E5%A4%9C%E5%AE%BF%E9%A2%85
NO.328,夜宿颅（异色）,Ⅱ阶,幽,原始形态,原始形态,是,NO328_夜宿颅（异色）.png,/icons/NO328_%E5%A4%9C%E5%AE%BF%E9%A2%85%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/b/b3/8x33mj4ua6wf3xs81055mmjw10rxtcv.png,https://wiki.biligame.com/rocom/%E5%A4%9C%E5%AE%BF%E9%A2%85
NO.329,夜枭,最终形态,幽,原始形态,原始形态,是,NO329_夜枭.png,/icons/NO329_%E5%A4%9C%E6%9E%AD.png,https://patchwiki.biligame.com/images/rocom/6/63/ff8hybk5g0efhfnva9476qaovcmdl2i.png,https://wiki.biligame.com/rocom/%E5%A4%9C%E6%9E%AD
NO.329,夜枭（异色）,最终形态,幽,原始形态,原始形态,是,NO329_夜枭（异色）.png,/icons/NO329_%E5%A4%9C%E6%9E%AD%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/3/32/lonl2w0yolffs34iwh5gxtqjqgq7ukm.png,https://wiki.biligame.com/rocom/%E5%A4%9C%E6%9E%AD
NO.330,粉粉星,Ⅰ阶,"电, 幻",原始形态,原始形态,是,NO330_粉粉星.png,/icons/NO330_%E7%B2%89%E7%B2%89%E6%98%9F.png,https://patchwiki.biligame.com/images/rocom/c/ca/gpnuspztb84l9jwwp1mh4up4ihxw3p2.png,https://wiki.biligame.com/rocom/%E7%B2%89%E7%B2%89%E6%98%9F
NO.330,粉粉星（异色）,Ⅰ阶,"电, 幻",原始形态,原始形态,是,NO330_粉粉星（异色）.png,/icons/NO330_%E7%B2%89%E7%B2%89%E6%98%9F%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/7/7c/q4503u0inq9mda3nyre0h1f8nbo9sbc.png,https://wiki.biligame.com/rocom/%E7%B2%89%E7%B2%89%E6%98%9F
NO.331,小皮球,最终形态,"电, 幻",原始形态,原始形态,是,NO331_小皮球.png,/icons/NO331_%E5%B0%8F%E7%9A%AE%E7%90%83.png,https://patchwiki.biligame.com/images/rocom/1/11/coplggyd0xwtvzzkw5d1say369yg1oy.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%9A%AE%E7%90%83
NO.331,小皮球（异色）,最终形态,"电, 幻",原始形态,原始形态,是,NO331_小皮球（异色）.png,/icons/NO331_%E5%B0%8F%E7%9A%AE%E7%90%83%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/2/23/bmkkjpeacnqrk7aq7huu369aa5zr6fj.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%9A%AE%E7%90%83
NO.332,贝瑟,Ⅰ阶,"机械, 火",原始形态,原始形态,是,NO332_贝瑟.png,/icons/NO332_%E8%B4%9D%E7%91%9F.png,https://patchwiki.biligame.com/images/rocom/d/d1/7c8xj95wzoxszdwytae10y9cfjdevim.png,https://wiki.biligame.com/rocom/%E8%B4%9D%E7%91%9F
NO.332,贝瑟（异色）,Ⅰ阶,"机械, 火",原始形态,原始形态,是,NO332_贝瑟（异色）.png,/icons/NO332_%E8%B4%9D%E7%91%9F%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/e/e5/sm12wdzoeg0c6vbpxaezg23c2wzypjs.png,https://wiki.biligame.com/rocom/%E8%B4%9D%E7%91%9F
NO.333,贝加尔,Ⅱ阶,"机械, 火",原始形态,原始形态,是,NO333_贝加尔.png,/icons/NO333_%E8%B4%9D%E5%8A%A0%E5%B0%94.png,https://patchwiki.biligame.com/images/rocom/7/7c/eg9mxls8ykwv3cjpust4s74tk4d4o1z.png,https://wiki.biligame.com/rocom/%E8%B4%9D%E5%8A%A0%E5%B0%94
NO.333,贝加尔（异色）,Ⅱ阶,"机械, 火",原始形态,原始形态,是,NO333_贝加尔（异色）.png,/icons/NO333_%E8%B4%9D%E5%8A%A0%E5%B0%94%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/d/dd/2hu5xjexrssda3lq8wvxqox00rj6if5.png,https://wiki.biligame.com/rocom/%E8%B4%9D%E5%8A%A0%E5%B0%94
NO.334,贝古斯,最终形态,"机械, 火",原始形态,原始形态,是,NO334_贝古斯.png,/icons/NO334_%E8%B4%9D%E5%8F%A4%E6%96%AF.png,https://patchwiki.biligame.com/images/rocom/0/0d/8cvnsom0kdicxcvjnut1lewivnuxgr2.png,https://wiki.biligame.com/rocom/%E8%B4%9D%E5%8F%A4%E6%96%AF
NO.334,贝古斯（异色）,最终形态,"机械, 火",原始形态,原始形态,是,NO334_贝古斯（异色）.png,/icons/NO334_%E8%B4%9D%E5%8F%A4%E6%96%AF%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/4/4b/bb16l3qu9p7d7is535keku5y4ucg2gf.png,https://wiki.biligame.com/rocom/%E8%B4%9D%E5%8F%A4%E6%96%AF
NO.335,粉星仔,Ⅰ阶,幻,原始形态,原始形态,是,NO335_粉星仔.png,/icons/NO335_%E7%B2%89%E6%98%9F%E4%BB%94.png,https://patchwiki.biligame.com/images/rocom/6/68/taalud8zowwtufk65ucpbes8xqsminq.png,https://wiki.biligame.com/rocom/%E7%B2%89%E6%98%9F%E4%BB%94
NO.335,粉星仔（异色）,Ⅰ阶,幻,原始形态,原始形态,是,NO335_粉星仔（异色）.png,/icons/NO335_%E7%B2%89%E6%98%9F%E4%BB%94%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/2/22/kavseak3ahmcr2k49899sayw6ro7ype.png,https://wiki.biligame.com/rocom/%E7%B2%89%E6%98%9F%E4%BB%94
NO.336,粉耳星兔,最终形态,幻,原始形态,原始形态,是,NO336_粉耳星兔.png,/icons/NO336_%E7%B2%89%E8%80%B3%E6%98%9F%E5%85%94.png,https://patchwiki.biligame.com/images/rocom/1/12/dfrmcjhoft7x9ne5xiint27n3ustjzx.png,https://wiki.biligame.com/rocom/%E7%B2%89%E8%80%B3%E6%98%9F%E5%85%94
NO.336,粉耳星兔（异色）,最终形态,幻,原始形态,原始形态,是,NO336_粉耳星兔（异色）.png,/icons/NO336_%E7%B2%89%E8%80%B3%E6%98%9F%E5%85%94%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/3/31/6k9hvh0m5rdvbgleimeptf3xj8we5cg.png,https://wiki.biligame.com/rocom/%E7%B2%89%E8%80%B3%E6%98%9F%E5%85%94
NO.337,落陨星兔,最终形态,"幻, 幽",原始形态,原始形态,是,NO337_落陨星兔.png,/icons/NO337_%E8%90%BD%E9%99%A8%E6%98%9F%E5%85%94.png,https://patchwiki.biligame.com/images/rocom/8/86/jeo10wvmxho14u7cdmib8272dqfuzpr.png,https://wiki.biligame.com/rocom/%E8%90%BD%E9%99%A8%E6%98%9F%E5%85%94
NO.337,落陨星兔（异色）,最终形态,"幻, 幽",原始形态,原始形态,是,NO337_落陨星兔（异色）.png,/icons/NO337_%E8%90%BD%E9%99%A8%E6%98%9F%E5%85%94%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/d/d0/nmyyzhqjwzlpk57arau048cc5amx1ly.png,https://wiki.biligame.com/rocom/%E8%90%BD%E9%99%A8%E6%98%9F%E5%85%94
NO.338,布瓜蝌,Ⅰ阶,幻,原始形态,原始形态,否,NO338_布瓜蝌.png,/icons/NO338_%E5%B8%83%E7%93%9C%E8%9D%8C.png,https://patchwiki.biligame.com/images/rocom/1/1f/cf0waszkpt8lgc5625l1bv71wgbxlrm.png,https://wiki.biligame.com/rocom/%E5%B8%83%E7%93%9C%E8%9D%8C
NO.339,上岸蛙,最终形态,幻,原始形态,原始形态,否,NO339_上岸蛙.png,/icons/NO339_%E4%B8%8A%E5%B2%B8%E8%9B%99.png,https://patchwiki.biligame.com/images/rocom/c/ca/n3bvy3z45vn9j7w9cmmvceao752e7e3.png,https://wiki.biligame.com/rocom/%E4%B8%8A%E5%B2%B8%E8%9B%99
NO.340,火红尾,Ⅰ阶,火,原始形态,原始形态,是,NO340_火红尾.png,/icons/NO340_%E7%81%AB%E7%BA%A2%E5%B0%BE.png,https://patchwiki.biligame.com/images/rocom/0/00/gknyb1qbbno2vnvcvyb4p9a0o9y1owp.png,https://wiki.biligame.com/rocom/%E7%81%AB%E7%BA%A2%E5%B0%BE
NO.340,火红尾（异色）,Ⅰ阶,火,原始形态,原始形态,是,NO340_火红尾（异色）.png,/icons/NO340_%E7%81%AB%E7%BA%A2%E5%B0%BE%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/f/f4/5h388zx35ucy5xhyt9gunoqhjygggrx.png,https://wiki.biligame.com/rocom/%E7%81%AB%E7%BA%A2%E5%B0%BE
NO.341,雅丹鬃,最终形态,火,原始形态,原始形态,是,NO341_雅丹鬃.png,/icons/NO341_%E9%9B%85%E4%B8%B9%E9%AC%83.png,https://patchwiki.biligame.com/images/rocom/c/c2/1qy2ib6i9lr8p6c9gh8mfuo0df9a1tb.png,https://wiki.biligame.com/rocom/%E9%9B%85%E4%B8%B9%E9%AC%83
NO.341,雅丹鬃（异色）,最终形态,火,原始形态,原始形态,是,NO341_雅丹鬃（异色）.png,/icons/NO341_%E9%9B%85%E4%B8%B9%E9%AC%83%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/0/09/qmptqwmkwk515cwfqit1nzvkkxg425r.png,https://wiki.biligame.com/rocom/%E9%9B%85%E4%B8%B9%E9%AC%83
NO.342,春团,Ⅰ阶,草,原始形态,原始形态,否,NO342_春团.png,/icons/NO342_%E6%98%A5%E5%9B%A2.png,https://patchwiki.biligame.com/images/rocom/4/4e/geoo47p9iq6pyh1xko113u2z8bqcz09.png,https://wiki.biligame.com/rocom/%E6%98%A5%E5%9B%A2
NO.343,春兔,Ⅱ阶,草,原始形态,原始形态,否,NO343_春兔.png,/icons/NO343_%E6%98%A5%E5%85%94.png,https://patchwiki.biligame.com/images/rocom/f/fd/a2plgbfeadz467zgcjlkgx1ivr27pf4.png,https://wiki.biligame.com/rocom/%E6%98%A5%E5%85%94
NO.344,春花兔,最终形态,草,原始形态,原始形态,否,NO344_春花兔.png,/icons/NO344_%E6%98%A5%E8%8A%B1%E5%85%94.png,https://patchwiki.biligame.com/images/rocom/5/5e/fnpiu6we7hyxqqa0bdca9kntxl6687m.png,https://wiki.biligame.com/rocom/%E6%98%A5%E8%8A%B1%E5%85%94
NO.345,幽星光,Ⅰ阶,幻,原始形态,原始形态,否,NO345_幽星光.png,/icons/NO345_%E5%B9%BD%E6%98%9F%E5%85%89.png,https://patchwiki.biligame.com/images/rocom/8/88/f8eryhmo33y1cnnw7vl63hn3khncqhe.png,https://wiki.biligame.com/rocom/%E5%B9%BD%E6%98%9F%E5%85%89
NO.346,曜星光,Ⅱ阶,"幻, 翼",原始形态,原始形态,否,NO346_曜星光.png,/icons/NO346_%E6%9B%9C%E6%98%9F%E5%85%89.png,https://patchwiki.biligame.com/images/rocom/3/3b/mnpjdnhn6lgvc6hz6ddu4dhvo1eepzm.png,https://wiki.biligame.com/rocom/%E6%9B%9C%E6%98%9F%E5%85%89
NO.347,暮星辰,最终形态,"幻, 翼",原始形态,原始形态,否,NO347_暮星辰.png,/icons/NO347_%E6%9A%AE%E6%98%9F%E8%BE%B0.png,https://patchwiki.biligame.com/images/rocom/8/87/t4odr9tclj4xhuivmm3c3l9vazzsk83.png,https://wiki.biligame.com/rocom/%E6%9A%AE%E6%98%9F%E8%BE%B0
NO.012,板板壳（蜕皮时的样子）,Ⅰ阶,水,地区形态,地区形态,否,NO012_板板壳（蜕皮时的样子）.png,/icons/NO012_%E6%9D%BF%E6%9D%BF%E5%A3%B3%EF%BC%88%E8%9C%95%E7%9A%AE%E6%97%B6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/0/0b/f6rfoq6jnttsb3wcb4h4aiu50ublut1.png,https://wiki.biligame.com/rocom/%E6%9D%BF%E6%9D%BF%E5%A3%B3%EF%BC%88%E8%9C%95%E7%9A%AE%E6%97%B6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.013,咔咔壳（蜕皮时的样子）,Ⅱ阶,水,地区形态,地区形态,否,NO013_咔咔壳（蜕皮时的样子）.png,/icons/NO013_%E5%92%94%E5%92%94%E5%A3%B3%EF%BC%88%E8%9C%95%E7%9A%AE%E6%97%B6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/1/14/7wnrvevs8mkyphsmoz74w3nahkovtk9.png,https://wiki.biligame.com/rocom/%E5%92%94%E5%92%94%E5%A3%B3%EF%BC%88%E8%9C%95%E7%9A%AE%E6%97%B6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.014,水泡壳（蜕皮时的样子）,最终形态,水,地区形态,地区形态,否,NO014_水泡壳（蜕皮时的样子）.png,/icons/NO014_%E6%B0%B4%E6%B3%A1%E5%A3%B3%EF%BC%88%E8%9C%95%E7%9A%AE%E6%97%B6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/3/3b/q3czw9wpfsxp68fq5lf32fqcl7jxynl.png,https://wiki.biligame.com/rocom/%E6%B0%B4%E6%B3%A1%E5%A3%B3%EF%BC%88%E8%9C%95%E7%9A%AE%E6%97%B6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
